WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff
AQAXDL1INQC9Q,0,54,1.3,5.8,yes,USA,"When I was younger, I would go to school and spend time learning as much as I could.","It's raining tomorrow, so you should bring an umbrella with you.",2738,Thank you. I enjoyed participating.,3ZC62PVYDHA5QOI3V7JZCT6JL01XXN,Approved,3A4NIXBJ76Z1I203TJJ3F2QKS2ELMY,2,1,4.5
AR1SBXX7MNOT4,0,54,6.625,6.625,yes,USA,yes,no,1246,good,3Z8UJEJOCZD39UTR826XPAVX72A39B,Approved,31Q0U3WYDPF57SPCW3ZVC5KGZ7G17Z,7,1,0
AR8O1107OAW4V,0,54,1.75,7,yes,USA,"When I was younger, I would go to school and eat lunch there.","It's raining tomorrow, so I can stay home.",1532,{},3BA7SXOG1JQVERVJE01F7C32TA7R8D,Approved,3VSOLARPKB95VERKY4BYEUQJSHG939,7,1,5.25
ARLGZWN6W91WD,0,54,1.6,6.3,yes,USA,"When I was younger, I would go to school and learned a lot of new information.","It's raining tomorrow, so I should bring an umbrella.",2693,{},37NXA7GVST6IM5WJH9FTDEEBYGJVLW,Approved,3BWI6RSP7G94RTJO8RUAJP3AOGIE7T,7,4,4.7
ARWN6TT8EWCFJ,0,54,4.375,4.875,yes,USA,"When I was younger, I would go to school and learn about history.","It's raining tomorrow, so im going play games inside.",747,{},322ZSN9Z5GK7B5L96MGXQFOFF98T4L,Approved,3GD6L00D3SXOSVWZ091KVNH6UW91M8,7,1,0.5
ASJXPMDQ9OEPR,0,54,6.5,5,yes,USA,"When I was younger, I would go to school and College","It's raining tomorrow, so no going outside",613,good and use full survey,38G0E1M85M5L5VJDQN7U41AUB7CVUQ,Approved,3MMN5BL1WZ4K2YAENDF3JGW3SGN3M2,7,1,-1.5
ASS8RE4GEBJK6,0,54,5,4.9,yes,USA,"When I was younger, I would go to school and learning","It's raining tomorrow, so don't gone outside",948,nice,3RTFSSG7T86V1UWO7JKPZGXP5PLLWW,Approved,3PXX5PX6LXYO3S525344S8ZFMRBBAH,7,1,-0.1
ASTDBTVY3WP1K,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and look forward to recess so I could play outside with my friends.","It's raining tomorrow, so I will stay home and curl up with a good book.",1779,{},3Z33IC0JC0MNL3VASCC385NGYM2V9Z,Approved,3D4CH1LGEAT6PQ38TJIIXOFSWMLG9O,7,6,5.5
ATJ92FYQX176Z,0,54,1.9,4.8,yes,USA,"When I was younger, I would go to school and studied a lot with my classmates.","It's raining tomorrow, so I'll stay home.",1170,{},3QX22DUVOOH2SNE4HLG8DRT0YL9VMY,Approved,31QNSG6A5RTNIS9XVO8ARF7ODDK87O,7,1,2.9
ATUY1BTU5BQDE,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I will stay indoors.",1246,{},3511RHPADVEQTYF28PAJCHP8DA6LRT,Approved,33C7UALJVLY976UV68R1Q5GBARK18K,7,1,5.625
AUAN582MLI96N,0,54,1,5.875,yes,USA,"When I was younger, I would go to school and play kickball at recess.","It's raining tomorrow, so I will watch a good movie and relax.",811,{},3BAWBGQGYLZJ7K7HDFEJU9WA3WEV7N,Approved,3X65QVEQI0NO9GOCGUPPC6L8YOALCG,7,5,4.875
AUCHGHY1IKZZK,0,54,4.875,4.25,yes,USA,"When I was younger, I would go to school and learn various subjects.","It's raining tomorrow, so I will use my umbrella.",2021,{},3MYASTQBG7B7JLCAITNVOE7Y8F2QDH,Approved,35DR22AR5DKVWA9I1KHCUXC1ZK73XM,7,1,-0.625
AUFOO8PU2BK37,0,54,1.75,5.875,yes,USA,"When I was younger, I would go to school and go to my scheduled classes.","It's raining tomorrow, so I will probably stay home and watch tv.",385,{},3CESM1J3EI3DI9THKFENAXFSFUWW6Z,Approved,3M81GAB8A0JGQ8CJUZ1QI8EKQ9XBQO,6,1,4.125
AUFUUD4WG9CVO,0,54,1.125,6.25,yes,USA,"When I was younger, I would go to school and made sure to spend as much time with my friends as possible.","It's raining tomorrow, so I am going to stay inside till it's over.",1022,"I'd prefer it if you used ""Choose Number X"" for your attention checks than left/right. Gives me more anxiety.",3EHVO81VN5L0EXXVJAG6EYEOSV41H7,Approved,33ISQZVXPPMV6CU63HWQ9NVL4FWCCR,7,5,5.125
AUFZMDVKWZBU2,0,54,4.5,4.375,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so very cool",3165,interesting,3TLFH2L6Y9OX8R6M28X9X0RHVVCT2P,Approved,3NQL1CS15R848O1BQQ9KW6BTSATYVJ,7,1,-0.125
AUQ79MANVDU9B,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and study very hard to get into college.","It's raining tomorrow, so you should remember your umbrella.",288,{},3R5OYNIC2C9T0Y7S468LTDZA654TPC,Approved,3X3OR7WPZZ0MXDYZZI9KAKPP8XP8LX,7,1,5.125
AURYD2FH3FUOQ,0,54,2.75,6.5,yes,USA,"When I was younger, I would go to school and listen to the teacher while taking notes.","It's raining tomorrow, so I will take an umbrella.",639,{},3KQC8JMJGCSWO0BA6EUP2RTLQFI3H1,Approved,3OUYGIZWR7YU698UW6PCYMSRU9EP0P,7,1,3.75
AUZXHSWDT1PYQ,0,54,1.125,5.75,yes,USA,"When I was younger, I would go to school and learn about many different subjects.","It's raining tomorrow, so I plan on staying inside and getting some housework done.",1153,No comments!,31JUPBOORN4KBT069G4JL0U3NIJ8L5,Approved,3SLE99ER0NDP40DAHVK391QOVCJBZJ,7,1,4.625
AVPZJ69E3WFYM,0,54,5,4.75,yes,USA,"When I was younger, I would go to school and I play soccer in playground.","It's raining tomorrow, so I'll take leave on tomorrow.",1847,Good,30P8I9JKOIL4KGTYPMZMWPIECQJV58,Approved,3A0EX8ZRN8OPZA35L9IKVUHMPIEBYR,7,1,-0.25
AW1QY7Q83DYCJ,0,54,2.5,6.625,yes,USA,"When I was younger, I would go to school and attend all my classes.","It's raining tomorrow, so I will stay inside.",830,{},3QQUBC64ZEE0EU4ZT1WQERFLJMRXN3,Approved,3P4RDNWND569RTMC5J9Y7U6B74PIJD,7,1,4.125
AWKUOA7M4P8YI,0,54,1.625,5.625,yes,USA,"When I was younger, I would go to school and I learned many new things.","It's raining tomorrow, so stay safe at home.",1499,{},3NOEP8XAU420HFGC9G9IIGKGJ1SXPZ,Approved,333U7HK6I9FSJI6QD58NGXQYFZHJDC,7,1,4
AXLHYKARXUTKD,0,54,2.25,5.125,yes,USA,"When I was younger, I would go to school and LEARN SOME NEW THINGS.","It's raining tomorrow, so bring umbrella",714,no,3O4VWC1GEW6SF660UEXAE49037M3J6,Approved,3NXNZ5RS1AXNWXS70GEORB2ZXJ297E,7,2,2.875
AXY0D2AMLKE2A,0,54,1,7,yes,USA,"When I was younger, I would go to school and learn a number of subjects.","It's raining tomorrow, so I will make sure to bring my umbrella.",2068,"thanks a lot, stay safe",3E22YV8GG16V5L287AM9KETIHNINP5,Approved,3KOPY89HM82U1Q4TKG2B3O4MOMS3JY,7,1,6
AY9UWGHEE2P04,0,54,3.25,6.625,yes,USA,"When I was younger, I would go to school and participate in my classes.","It's raining tomorrow, so I'm going to stay inside.",1347,{},3MJ28H2Y1E89UWK1OAD81XO6GXN5OH,Approved,36WLNQG78ZART5MEL86QORP6769BEC,7,1,3.375
AZ5USSNKZI3Y1,0.018518519,54,1,6.375,yes,USA,"When I was younger, I would go to school and was not happy with my teacher.","It's raining tomorrow, so we won't be going to the beach.",685,Enjoyable!  Thank you!!,37Y5RYYI0P5XU7W41XDCDLPR6LZSXA,Approved,3IXQG4FA2TYAY9VXDXQ4WDOVG9T9B0,7,1,5.375
AZNIEFUIVB2H0,0,54,1,7,yes,USA,"When I was younger, I would go to school and write on the chalkboard.","It's raining tomorrow, so I should find where I put my raincoat.",440,{},3FVBZG9CLJE078CDNRC60TVEN3Y0H3,Approved,3OHYZ19UGC58MMUB989QYSZETQUAOK,7,1,6
AZZA3J049G7R5,0,54,1.9,6.4,yes,USA,"When I was younger, I would go to school and learn things there.","It's raining tomorrow, so you should bring an umbrella.",1271,Thank you!,3D17ECOUOEVLKPQW4PR4A4DE9QM312,Approved,3MX2NQ3YC9UYAPWMF3559UALDG05XG,7,1,4.5
